Season,MatchWeek,Date,Team,Full Time Goals,Elo-rating before match,Elo-rating after match
2012-2013,12,2012-11-17,Aston Villa,0,1490.83,1486.39
2012-2013,12,2012-11-17,Liverpool,3,1571.39,1585.26
2012-2013,12,2012-11-17,Wigan,0,1545.15,1531.28
2012-2013,12,2012-11-17,Newcastle,1,1605.35,1587.04
2012-2013,12,2012-11-17,Swansea,2,1527.43,1545.73
2012-2013,12,2012-11-17,Arsenal,5,1656.37,1670.61
2012-2013,12,2012-11-17,Tottenham,2,1638.67,1624.43
2012-2013,12,2012-11-18,Fulham,1,1605.07,1586.43
2012-2013,12,2012-11-18,Sunderland,3,1518.97,1537.61
2012-2013,12,2012-11-19,West Ham,1,1521.86,1522.47
2012-2013,12,2012-11-19,Stoke,1,1536.0,1535.39
2012-2013,13,2012-11-24,Sunderland,2,1537.61,1525.68
2012-2013,13,2012-11-24,West Brom,4,1609.77,1621.7
2012-2013,13,2012-11-24,Stoke,1,1535.39,1552.57
2012-2013,13,2012-11-24,Fulham,0,1586.43,1569.24
2012-2013,13,2012-11-24,Wigan,3,1531.28,1543.64
2012-2013,13,2012-11-24,Reading,2,1469.43,1457.08
2012-2013,13,2012-11-24,Everton,1,1639.05,1635.03
2012-2013,13,2012-11-24,Norwich,1,1543.62,1547.64
2012-2013,13,2012-11-24,Aston Villa,0,1486.39,1493.67
2012-2013,13,2012-11-24,Arsenal,0,1670.61,1663.32
2012-2013,13,2012-11-24,Man United,3,1796.26,1799.28
2012-2013,13,2012-11-24,QPR,1,1416.1,1413.08
2012-2013,13,2012-11-25,Chelsea,0,1677.87,1682.91
2012-2013,13,2012-11-25,Man City,0,1799.49,1794.45
2012-2013,13,2012-11-25,Southampton,2,1448.8,1469.47
2012-2013,13,2012-11-25,Newcastle,0,1587.04,1566.37
2012-2013,13,2012-11-25,Swansea,0,1545.73,1547.43
2012-2013,13,2012-11-25,Liverpool,0,1585.26,1583.56
2012-2013,13,2012-11-25,Tottenham,3,1624.43,1635.15
2012-2013,13,2012-11-25,West Ham,1,1522.47,1511.75
2012-2013,14,2012-11-27,Aston Villa,1,1493.67,1507.1
2012-2013,14,2012-11-27,Reading,0,1457.08,1443.65
2012-2013,14,2012-11-27,Sunderland,0,1525.68,1520.99
2012-2013,14,2012-11-27,QPR,0,1413.08,1417.78
2012-2013,14,2012-11-28,Stoke,2,1552.57,1568.17
2012-2013,14,2012-11-28,Newcastle,1,1566.37,1550.77
2012-2013,14,2012-11-28,Tottenham,2,1635.15,1647.94
2012-2013,14,2012-11-28,Liverpool,1,1583.56,1570.77
2012-2013,14,2012-11-28,Swansea,3,1547.43,1565.59
2012-2013,14,2012-11-28,West Brom,1,1621.7,1603.54
2012-2013,14,2012-11-28,Wigan,0,1543.64,1537.91
2012-2013,14,2012-11-28,Man City,2,1794.45,1800.18
2012-2013,14,2012-11-28,Southampton,1,1469.47,1472.79
2012-2013,14,2012-11-28,Norwich,1,1547.64,1544.32
2012-2013,14,2012-11-28,Everton,1,1635.03,1636.25
2012-2013,14,2012-11-28,Arsenal,1,1663.32,1662.11
2012-2013,14,2012-11-28,Chelsea,0,1682.91,1678.17
2012-2013,14,2012-11-28,Fulham,0,1569.24,1573.98
2012-2013,14,2012-11-28,Man United,1,1799.28,1804.09
2012-2013,14,2012-11-28,West Ham,0,1511.75,1506.93
2012-2013,15,2012-12-01,Arsenal,0,1662.11,1643.04
2012-2013,15,2012-12-01,Swansea,2,1565.59,1584.65
2012-2013,15,2012-12-01,Fulham,0,1573.98,1562.13
2012-2013,15,2012-12-01,Tottenham,3,1647.94,1659.79
2012-2013,15,2012-12-01,Liverpool,1,1570.77,1581.65
2012-2013,15,2012-12-01,Southampton,0,1472.79,1461.91
2012-2013,15,2012-12-01,Man City,1,1800.18,1793.58
2012-2013,15,2012-12-01,Everton,1,1636.25,1642.85
2012-2013,15,2012-12-01,QPR,1,1417.78,1421.55
2012-2013,15,2012-12-01,Aston Villa,1,1507.1,1503.33
2012-2013,15,2012-12-01,Reading,3,1443.65,1440.3
2012-2013,15,2012-12-01,Man United,4,1804.09,1807.44
2012-2013,15,2012-12-01,West Brom,0,1603.54,1587.02
2012-2013,15,2012-12-01,Stoke,1,1568.17,1584.69
2012-2013,15,2012-12-01,West Ham,3,1506.93,1528.78
2012-2013,15,2012-12-01,Chelsea,1,1678.17,1656.33
2012-2013,15,2012-12-02,Norwich,2,1544.32,1558.31
2012-2013,15,2012-12-02,Sunderland,1,1520.99,1506.99
2012-2013,15,2012-12-03,Newcastle,3,1550.77,1565.22
2012-2013,15,2012-12-03,Wigan,0,1537.91,1523.46
2012-2013,16,2012-12-08,Arsenal,2,1643.04,1655.64
2012-2013,16,2012-12-08,West Brom,0,1587.02,1574.41
2012-2013,16,2012-12-08,Aston Villa,0,1503.33,1506.78
2012-2013,16,2012-12-08,Stoke,0,1584.69,1581.24
2012-2013,16,2012-12-08,Southampton,1,1461.91,1475.98
2012-2013,16,2012-12-08,Reading,0,1440.3,1426.23
2012-2013,16,2012-12-08,Sunderland,1,1506.99,1498.07
2012-2013,16,2012-12-08,Chelsea,3,1656.33,1665.25
2012-2013,16,2012-12-08,Swansea,3,1584.65,1568.52
2012-2013,16,2012-12-08,Norwich,4,1558.31,1574.45
2012-2013,16,2012-12-08,Wigan,2,1523.46,1519.19
2012-2013,16,2012-12-08,QPR,2,1421.55,1425.83
2012-2013,16,2012-12-09,Everton,2,1642.85,1658.58
2012-2013,16,2012-12-09,Tottenham,1,1659.79,1644.06
2012-2013,16,2012-12-09,Man City,2,1793.58,1779.18
2012-2013,16,2012-12-09,Man United,3,1807.44,1821.84
2012-2013,16,2012-12-09,West Ham,2,1528.78,1516.05
2012-2013,16,2012-12-09,Liverpool,3,1581.65,1594.38
2012-2013,16,2012-12-10,Fulham,2,1562.13,1577.26
2012-2013,16,2012-12-10,Newcastle,1,1565.22,1550.08
2012-2013,16,2012-12-11,Sunderland,3,1498.07,1510.01
2012-2013,16,2012-12-11,Reading,0,1426.23,1414.29
2012-2013,17,2012-12-15,Liverpool,1,1594.38,1575.68
2012-2013,17,2012-12-15,Aston Villa,3,1506.78,1525.48
2012-2013,17,2012-12-15,Man United,3,1821.84,1826.12
2012-2013,17,2012-12-15,Sunderland,1,1510.01,1505.74
2012-2013,17,2012-12-15,Newcastle,1,1550.08,1543.75
2012-2013,17,2012-12-15,Man City,3,1779.18,1785.51
2012-2013,17,2012-12-15,Norwich,2,1574.45,1587.08
2012-2013,17,2012-12-15,Wigan,1,1519.19,1506.55
2012-2013,17,2012-12-15,QPR,2,1425.83,1446.98
2012-2013,17,2012-12-15,Fulham,1,1577.26,1556.11
2012-2013,17,2012-12-15,Stoke,1,1581.24,1584.53
2012-2013,17,2012-12-15,Everton,1,1658.58,1655.29
2012-2013,17,2012-12-16,Tottenham,1,1644.06,1655.85
2012-2013,17,2012-12-16,Swansea,0,1568.52,1556.73
2012-2013,17,2012-12-16,West Brom,0,1574.41,1571.92
2012-2013,17,2012-12-16,West Ham,0,1516.05,1518.54
2012-2013,17,2012-12-17,Reading,2,1414.29,1408.31
2012-2013,17,2012-12-17,Arsenal,5,1655.64,1661.63
2012-2013,18,2012-12-22,Wigan,0,1506.55,1497.84
2012-2013,18,2012-12-22,Arsenal,1,1661.63,1670.35
2012-2013,18,2012-12-22,West Ham,1,1518.54,1509.16
2012-2013,18,2012-12-22,Everton,2,1655.29,1664.68
2012-2013,18,2012-12-22,West Brom,2,1571.92,1587.57
2012-2013,18,2012-12-22,Norwich,1,1587.08,1571.43
2012-2013,18,2012-12-22,Tottenham,0,1655.85,1652.81
2012-2013,18,2012-12-22,Stoke,0,1584.53,1587.56
2012-2013,18,2012-12-22,Newcastle,1,1543.75,1554.68
2012-2013,18,2012-12-22,QPR,0,1446.98,1436.06
2012-2013,18,2012-12-22,Man City,1,1785.51,1788.58
2012-2013,18,2012-12-22,Reading,0,1408.31,1405.24
2012-2013,18,2012-12-22,Liverpool,4,1575.68,1589.84
2012-2013,18,2012-12-22,Fulham,0,1556.11,1541.95
2012-2013,18,2012-12-22,Southampton,0,1475.98,1462.26
2012-2013,18,2012-12-22,Sunderland,1,1505.74,1519.46
2012-2013,18,2012-12-23,Chelsea,8,1665.25,1674.52
2012-2013,18,2012-12-23,Aston Villa,0,1525.48,1516.21
2012-2013,18,2012-12-23,Swansea,1,1556.73,1566.48
2012-2013,18,2012-12-23,Man United,1,1826.12,1816.37
2012-2013,19,2012-12-26,Reading,0,1405.24,1411.74
2012-2013,19,2012-12-26,Swansea,0,1566.48,1559.98
2012-2013,19,2012-12-26,Sunderland,1,1519.46,1544.2
2012-2013,19,2012-12-26,Man City,0,1788.58,1763.84
2012-2013,19,2012-12-26,Stoke,3,1587.56,1602.66
2012-2013,19,2012-12-26,Liverpool,1,1589.84,1574.74
2012-2013,19,2012-12-26,QPR,1,1436.06,1427.21
2012-2013,19,2012-12-26,West Brom,2,1587.57,1596.42
2012-2013,19,2012-12-26,Man United,4,1816.37,1821.81
2012-2013,19,2012-12-26,Newcastle,3,1554.68,1549.24
2012-2013,19,2012-12-26,Norwich,0,1571.43,1560.75
2012-2013,19,2012-12-26,Chelsea,1,1674.52,1685.2
2012-2013,19,2012-12-26,Fulham,1,1541.95,1538.57
2012-2013,19,2012-12-26,Southampton,1,1462.26,1465.64
2012-2013,19,2012-12-26,Everton,2,1664.68,1672.98
2012-2013,19,2012-12-26,Wigan,1,1497.84,1489.53
2012-2013,19,2012-12-26,Aston Villa,0,1516.21,1506.82
2012-2013,19,2012-12-26,Tottenham,4,1652.81,1662.2
2012-2013,20,2012-12-29,Sunderland,1,1544.2,1534.11
2012-2013,20,2012-12-29,Tottenham,2,1662.2,1672.29
2012-2013,20,2012-12-29,Reading,1,1411.74,1430.84
2012-2013,20,2012-12-29,West Ham,0,1509.16,1490.06
2012-2013,20,2012-12-29,Norwich,3,1560.75,1553.64
2012-2013,20,2012-12-29,Man City,4,1763.84,1770.95
2012-2013,20,2012-12-29,Stoke,3,1602.66,1597.03
2012-2013,20,2012-12-29,Southampton,3,1465.64,1471.27
2012-2013,20,2012-12-29,Fulham,1,1538.57,1524.49
2012-2013,20,2012-12-29,Swansea,2,1559.98,1574.06
2012-2013,20,2012-12-29,Aston Villa,0,1506.82,1491.07
2012-2013,20,2012-12-29,Wigan,3,1489.53,1505.28
2012-2013,20,2012-12-29,Arsenal,7,1670.35,1680.32
2012-2013,20,2012-12-29,Newcastle,3,1549.24,1539.26
2012-2013,20,2012-12-29,Man United,2,1821.81,1828.25
2012-2013,20,2012-12-29,West Brom,0,1596.42,1589.98
2012-2013,20,2012-12-30,Everton,1,1672.98,1658.51
2012-2013,20,2012-12-30,Chelsea,2,1685.2,1699.67
2012-2013,20,2012-12-30,QPR,0,1427.21,1418.22
2012-2013,20,2012-12-30,Liverpool,3,1574.74,1583.73
2012-2013,21,2013-01-01,Man City,3,1770.95,1779.01
2012-2013,21,2013-01-01,Stoke,0,1597.03,1588.97
2012-2013,21,2013-01-01,Southampton,1,1471.27,1479.34
2012-2013,21,2013-01-01,Arsenal,1,1680.32,1672.25
2012-2013,21,2013-01-01,Swansea,2,1574.06,1570.54
2012-2013,21,2013-01-01,Aston Villa,2,1491.07,1494.59
2012-2013,21,2013-01-01,Tottenham,3,1672.29,1678.28
2012-2013,21,2013-01-01,Reading,1,1430.84,1424.85
2012-2013,21,2013-01-01,West Brom,1,1589.98,1572.18
2012-2013,21,2013-01-01,Fulham,2,1524.49,1542.29
2012-2013,21,2013-01-01,West Ham,2,1490.06,1507.78
2012-2013,21,2013-01-01,Norwich,1,1553.64,1535.93
2012-2013,21,2013-01-01,Wigan,0,1505.28,1501.23
2012-2013,21,2013-01-01,Man United,4,1828.25,1832.29
2012-2013,21,2013-01-02,Newcastle,1,1539.26,1529.22
2012-2013,21,2013-01-02,Everton,2,1658.51,1668.55
2012-2013,21,2013-01-02,Chelsea,0,1699.67,1674.62
2012-2013,21,2013-01-02,QPR,1,1418.22,1443.27
2012-2013,21,2013-01-02,Liverpool,3,1583.73,1596.6
2012-2013,21,2013-01-02,Sunderland,0,1534.11,1521.23
2012-2013,22,2013-01-12,Aston Villa,0,1494.59,1478.93
2012-2013,22,2013-01-12,Southampton,1,1479.34,1495.0
2012-2013,22,2013-01-12,Everton,0,1668.55,1664.43
2012-2013,22,2013-01-12,Swansea,0,1570.54,1574.66
2012-2013,22,2013-01-12,Fulham,1,1542.29,1540.52
2012-2013,22,2013-01-12,Wigan,1,1501.23,1503.0
2012-2013,22,2013-01-12,Norwich,0,1535.93,1535.64
2012-2013,22,2013-01-12,Newcastle,0,1529.22,1529.51
2012-2013,22,2013-01-12,QPR,0,1443.27,1452.11
2012-2013,22,2013-01-12,Tottenham,0,1678.28,1669.44
2012-2013,22,2013-01-12,Reading,3,1424.85,1445.86
2012-2013,22,2013-01-12,West Brom,2,1572.18,1551.18
2012-2013,22,2013-01-12,Stoke,0,1588.97,1577.6
2012-2013,22,2013-01-12,Chelsea,4,1674.62,1686.0
2012-2013,22,2013-01-12,Sunderland,3,1521.23,1535.65
2012-2013,22,2013-01-12,West Ham,0,1507.78,1493.36
2012-2013,22,2013-01-13,Arsenal,0,1672.25,1661.72
2012-2013,22,2013-01-13,Man City,2,1779.01,1789.54
2012-2013,22,2013-01-13,Man United,2,1832.29,1838.43
2012-2013,22,2013-01-13,Liverpool,1,1596.6,1590.45
2012-2013,22,2013-01-16,Chelsea,2,1686.0,1678.49
2012-2013,22,2013-01-16,Southampton,2,1495.0,1502.51
2012-2013,23,2013-01-19,West Brom,2,1551.18,1548.1
2012-2013,23,2013-01-19,Aston Villa,2,1478.93,1482.01
2012-2013,23,2013-01-19,Swansea,3,1574.66,1589.79
2012-2013,23,2013-01-19,Stoke,1,1577.6,1562.47
2012-2013,23,2013-01-19,West Ham,1,1493.36,1491.58
2012-2013,23,2013-01-19,QPR,1,1452.11,1453.88
2012-2013,23,2013-01-19,Man City,2,1789.54,1795.32
2012-2013,23,2013-01-19,Fulham,0,1540.52,1534.75
2012-2013,23,2013-01-19,Liverpool,5,1590.45,1603.11
2012-2013,23,2013-01-19,Norwich,0,1535.64,1522.98
2012-2013,23,2013-01-19,Newcastle,1,1529.51,1510.96
2012-2013,23,2013-01-19,Reading,2,1445.86,1464.4
2012-2013,23,2013-01-19,Wigan,2,1503.0,1489.4
2012-2013,23,2013-01-19,Sunderland,3,1535.65,1549.25
2012-2013,23,2013-01-20,Chelsea,2,1678.49,1692.77
2012-2013,23,2013-01-20,Arsenal,1,1661.72,1647.44
2012-2013,23,2013-01-20,Tottenham,1,1669.44,1676.21
2012-2013,23,2013-01-20,Man United,1,1838.43,1831.66
2012-2013,23,2013-01-21,Southampton,0,1502.51,1509.03
2012-2013,23,2013-01-21,Everton,0,1664.43,1657.9
2012-2013,23,2013-01-23,Arsenal,5,1647.44,1656.13
2012-2013,23,2013-01-23,West Ham,1,1491.58,1482.89
2012-2013,24,2013-01-29,Aston Villa,1,1482.01,1468.25
2012-2013,24,2013-01-29,Newcastle,2,1510.96,1524.72
2012-2013,24,2013-01-29,QPR,0,1453.88,1465.19
2012-2013,24,2013-01-29,Man City,0,1795.32,1784.0
2012-2013,24,2013-01-29,Stoke,2,1562.47,1559.36
2012-2013,24,2013-01-29,Wigan,2,1489.4,1492.51
2012-2013,24,2013-01-29,Sunderland,0,1549.25,1550.99
2012-2013,24,2013-01-29,Swansea,0,1589.79,1588.05
2012-2013,24,2013-01-30,Reading,2,1464.4,1473.05
2012-2013,24,2013-01-30,Chelsea,2,1692.77,1684.12
2012-2013,24,2013-01-30,Man United,2,1831.66,1835.71
2012-2013,24,2013-01-30,Southampton,1,1509.03,1504.98
2012-2013,24,2013-01-30,Norwich,1,1522.98,1529.2
2012-2013,24,2013-01-30,Tottenham,1,1676.21,1669.99
2012-2013,24,2013-01-30,Everton,2,1657.9,1668.31
2012-2013,24,2013-01-30,West Brom,1,1548.1,1537.69
2012-2013,24,2013-01-30,Arsenal,2,1656.13,1653.86
2012-2013,24,2013-01-30,Liverpool,2,1603.11,1605.38
2012-2013,24,2013-01-30,Fulham,3,1534.75,1547.52
2012-2013,24,2013-01-30,West Ham,1,1482.89,1470.12
2012-2013,25,2013-02-02,West Ham,1,1470.12,1490.02
2012-2013,25,2013-02-02,Swansea,0,1588.05,1568.14
2012-2013,25,2013-02-02,Arsenal,1,1653.86,1664.88
2012-2013,25,2013-02-02,Stoke,0,1559.36,1548.34
2012-2013,25,2013-02-02,Everton,3,1668.31,1660.52
2012-2013,25,2013-02-02,Aston Villa,3,1468.25,1476.05
2012-2013,25,2013-02-02,Fulham,0,1547.52,1542.73
2012-2013,25,2013-02-02,Man United,1,1835.71,1840.51
2012-2013,25,2013-02-02,Newcastle,3,1524.72,1546.15
2012-2013,25,2013-02-02,Chelsea,2,1684.12,1662.69
2012-2013,25,2013-02-02,QPR,0,1465.19,1467.92
2012-2013,25,2013-02-02,Norwich,0,1529.2,1526.47
2012-2013,25,2013-02-02,Reading,2,1473.05,1491.36
2012-2013,25,2013-02-02,Sunderland,1,1550.99,1532.68
2012-2013,25,2013-02-02,Wigan,2,1492.51,1493.05
2012-2013,25,2013-02-02,Southampton,2,1504.98,1504.44
2012-2013,25,2013-02-03,West Brom,0,1537.69,1528.14
2012-2013,25,2013-02-03,Tottenham,1,1669.99,1679.54
2012-2013,25,2013-02-03,Man City,2,1784.0,1776.9
2012-2013,25,2013-02-03,Liverpool,2,1605.38,1612.48
2012-2013,26,2013-02-09,Chelsea,4,1662.69,1670.89
2012-2013,26,2013-02-09,Wigan,1,1493.05,1484.84
2012-2013,26,2013-02-09,Norwich,0,1526.47,1527.17
2012-2013,26,2013-02-09,Fulham,0,1542.73,1542.03
2012-2013,26,2013-02-09,Southampton,3,1504.44,1529.27
2012-2013,26,2013-02-09,Man City,1,1776.9,1752.08
2012-2013,26,2013-02-09,Stoke,2,1548.34,1560.91
2012-2013,26,2013-02-09,Reading,1,1491.36,1478.8
2012-2013,26,2013-02-09,Sunderland,0,1532.68,1523.13
2012-2013,26,2013-02-09,Arsenal,1,1664.88,1674.43
2012-2013,26,2013-02-09,Swansea,4,1568.14,1578.93
2012-2013,26,2013-02-09,QPR,1,1467.92,1457.14
2012-2013,26,2013-02-09,Tottenham,2,1679.54,1689.05
2012-2013,26,2013-02-09,Newcastle,1,1546.15,1536.64
2012-2013,26,2013-02-10,Aston Villa,2,1476.05,1491.65
2012-2013,26,2013-02-10,West Ham,1,1490.02,1474.42
2012-2013,26,2013-02-10,Man United,2,1840.51,1848.37
2012-2013,26,2013-02-10,Everton,0,1660.52,1652.66
2012-2013,26,2013-02-11,Liverpool,0,1612.48,1593.91
2012-2013,26,2013-02-11,West Brom,2,1528.14,1546.71
2012-2013,26,2013-02-17,Liverpool,5,1593.91,1608.26
2012-2013,26,2013-02-17,Swansea,0,1578.93,1564.58
2012-2013,27,2013-02-23,Arsenal,2,1674.43,1682.19
2012-2013,27,2013-02-23,Aston Villa,1,1491.65,1483.89
2012-2013,27,2013-02-23,Fulham,1,1542.03,1557.84
2012-2013,27,2013-02-23,Stoke,0,1560.91,1545.09
2012-2013,27,2013-02-23,Norwich,2,1527.17,1547.36
2012-2013,27,2013-02-23,Everton,1,1652.66,1632.47
2012-2013,27,2013-02-23,QPR,0,1457.14,1454.28
2012-2013,27,2013-02-23,Man United,2,1848.37,1851.22
2012-2013,27,2013-02-23,Reading,0,1478.8,1464.06
2012-2013,27,2013-02-23,Wigan,3,1484.84,1499.58
2012-2013,27,2013-02-23,West Brom,2,1546.71,1560.7
2012-2013,27,2013-02-23,Sunderland,1,1523.13,1509.14
2012-2013,27,2013-02-24,Newcastle,4,1536.64,1551.33
2012-2013,27,2013-02-24,Southampton,2,1529.27,1514.59
2012-2013,27,2013-02-24,Man City,2,1752.08,1763.64
2012-2013,27,2013-02-24,Chelsea,0,1670.89,1659.34
2012-2013,27,2013-02-25,West Ham,2,1474.42,1467.66
2012-2013,27,2013-02-25,Tottenham,3,1689.05,1695.81
2012-2013,28,2013-03-02,Wigan,0,1499.58,1489.13
2012-2013,28,2013-03-02,Liverpool,4,1608.26,1618.71
2012-2013,28,2013-03-02,Swansea,1,1564.58,1579.01
2012-2013,28,2013-03-02,Newcastle,0,1551.33,1536.9
2012-2013,28,2013-03-02,Stoke,0,1545.09,1526.8
2012-2013,28,2013-03-02,West Ham,1,1467.66,1485.95
2012-2013,28,2013-03-02,Sunderland,2,1509.14,1511.23
2012-2013,28,2013-03-02,Fulham,2,1557.84,1555.75
2012-2013,28,2013-03-02,Man United,4,1851.22,1855.67
2012-2013,28,2013-03-02,Norwich,0,1547.36,1542.92
2012-2013,28,2013-03-02,Southampton,1,1514.59,1497.01
2012-2013,28,2013-03-02,QPR,2,1454.28,1471.86
2012-2013,28,2013-03-02,Everton,3,1632.47,1640.72
2012-2013,28,2013-03-02,Reading,1,1464.06,1455.81
2012-2013,28,2013-03-02,Chelsea,1,1659.34,1670.19
2012-2013,28,2013-03-02,West Brom,0,1560.7,1549.85
2012-2013,28,2013-03-03,Tottenham,2,1695.81,1710.22
2012-2013,28,2013-03-03,Arsenal,1,1682.19,1667.78
2012-2013,28,2013-03-04,Aston Villa,0,1483.89,1478.89
2012-2013,28,2013-03-04,Man City,1,1763.64,1768.63
2012-2013,29,2013-03-09,Reading,1,1455.81,1441.81
2012-2013,29,2013-03-09,Aston Villa,2,1478.89,1492.9
2012-2013,29,2013-03-09,West Brom,2,1549.85,1566.1
2012-2013,29,2013-03-09,Swansea,1,1579.01,1562.75
2012-2013,29,2013-03-09,Norwich,0,1542.92,1540.95
2012-2013,29,2013-03-09,Southampton,0,1497.01,1498.98
2012-2013,29,2013-03-09,QPR,3,1471.86,1488.55
2012-2013,29,2013-03-09,Sunderland,1,1511.23,1494.54
2012-2013,29,2013-03-10,Liverpool,3,1618.71,1637.58
2012-2013,29,2013-03-10,Tottenham,2,1710.22,1691.36
2012-2013,29,2013-03-10,Newcastle,2,1536.9,1551.46
2012-2013,29,2013-03-10,Stoke,1,1526.8,1512.24
2012-2013,30,2013-03-16,Swansea,0,1562.75,1552.15
2012-2013,30,2013-03-16,Arsenal,2,1667.78,1678.38
2012-2013,30,2013-03-16,Aston Villa,3,1492.9,1507.71
2012-2013,30,2013-03-16,QPR,2,1488.55,1473.74
2012-2013,30,2013-03-16,Everton,2,1640.72,1661.0
2012-2013,30,2013-03-16,Man City,0,1768.63,1748.35
2012-2013,30,2013-03-16,Man United,1,1855.67,1858.2
2012-2013,30,2013-03-16,Reading,0,1441.81,1439.27
2012-2013,30,2013-03-16,Southampton,3,1498.98,1519.67
2012-2013,30,2013-03-16,Liverpool,1,1637.58,1616.89
2012-2013,30,2013-03-16,Stoke,0,1512.24,1514.55
2012-2013,30,2013-03-16,West Brom,0,1566.1,1563.79
2012-2013,30,2013-03-17,Tottenham,0,1691.36,1670.78
2012-2013,30,2013-03-17,Fulham,1,1555.75,1576.33
2012-2013,30,2013-03-17,Wigan,2,1489.13,1506.79
2012-2013,30,2013-03-17,Newcastle,1,1551.46,1533.8
2012-2013,30,2013-03-17,Chelsea,2,1670.19,1677.9
2012-2013,30,2013-03-17,West Ham,0,1485.95,1478.23
2012-2013,30,2013-03-17,Sunderland,1,1494.54,1496.53
2012-2013,30,2013-03-17,Norwich,1,1540.95,1538.96
2012-2013,31,2013-03-30,Arsenal,4,1678.38,1684.43
2012-2013,31,2013-03-30,Reading,1,1439.27,1433.22
2012-2013,31,2013-03-30,Everton,1,1661.0,1670.03
2012-2013,31,2013-03-30,Stoke,0,1514.55,1505.52
2012-2013,31,2013-03-30,Man City,4,1748.35,1755.1
2012-2013,31,2013-03-30,Newcastle,0,1533.8,1527.04
2012-2013,31,2013-03-30,Southampton,2,1519.67,1541.06
2012-2013,31,2013-03-30,Chelsea,1,1677.9,1656.51
2012-2013,31,2013-03-30,Sunderland,0,1496.53,1493.21
2012-2013,31,2013-03-30,Man United,1,1858.2,1861.53
2012-2013,31,2013-03-30,Swansea,1,1552.15,1542.08
2012-2013,31,2013-03-30,Tottenham,2,1670.78,1680.85
2012-2013,31,2013-03-30,West Ham,3,1478.23,1496.86
2012-2013,31,2013-03-30,West Brom,1,1563.79,1545.17
2012-2013,31,2013-03-30,Wigan,1,1506.79,1523.17
2012-2013,31,2013-03-30,Norwich,0,1538.96,1522.57
2012-2013,31,2013-03-31,Aston Villa,1,1507.71,1497.27
2012-2013,31,2013-03-31,Liverpool,2,1616.89,1627.33
2012-2013,31,2013-04-01,Fulham,3,1576.33,1587.02
2012-2013,31,2013-04-01,QPR,2,1473.74,1463.04
2012-2013,32,2013-04-06,Norwich,2,1522.57,1523.41
2012-2013,32,2013-04-06,Swansea,2,1542.08,1541.24
2012-2013,32,2013-04-06,Reading,0,1433.22,1422.73
2012-2013,32,2013-04-06,Southampton,2,1541.06,1551.55
2012-2013,32,2013-04-06,Stoke,1,1505.52,1490.16
2012-2013,32,2013-04-06,Aston Villa,3,1497.27,1512.63
2012-2013,32,2013-04-06,West Brom,1,1545.17,1535.88
2012-2013,32,2013-04-06,Arsenal,2,1684.43,1693.72
2012-2013,32,2013-04-07,Chelsea,2,1656.51,1664.94
2012-2013,32,2013-04-07,Sunderland,1,1493.21,1484.78
2012-2013,32,2013-04-07,Liverpool,0,1627.33,1621.94
2012-2013,32,2013-04-07,West Ham,0,1496.86,1502.24
2012-2013,32,2013-04-07,Newcastle,1,1527.04,1544.6
2012-2013,32,2013-04-07,Fulham,0,1587.02,1569.46
2012-2013,32,2013-04-07,QPR,1,1463.04,1465.61
2012-2013,32,2013-04-07,Wigan,1,1523.17,1520.6
2012-2013,32,2013-04-07,Tottenham,2,1680.85,1680.38
2012-2013,32,2013-04-07,Everton,2,1670.03,1670.5
2012-2013,32,2013-04-08,Man United,1,1861.53,1842.07
2012-2013,32,2013-04-08,Man City,2,1755.1,1774.56
2012-2013,33,2013-04-13,Reading,0,1422.73,1430.5
2012-2013,33,2013-04-13,Liverpool,0,1621.94,1614.18
2012-2013,33,2013-04-13,Everton,2,1670.5,1677.55
2012-2013,33,2013-04-13,QPR,0,1465.61,1458.56
2012-2013,33,2013-04-13,Southampton,1,1551.55,1549.43
2012-2013,33,2013-04-13,West Ham,1,1502.24,1504.35
2012-2013,33,2013-04-13,Arsenal,3,1693.72,1701.9
2012-2013,33,2013-04-13,Norwich,1,1523.41,1515.23
2012-2013,33,2013-04-13,Aston Villa,1,1512.63,1515.06
2012-2013,33,2013-04-13,Fulham,1,1569.46,1567.02
2012-2013,33,2013-04-14,Newcastle,0,1544.6,1527.05
2012-2013,33,2013-04-14,Sunderland,3,1484.78,1502.34
2012-2013,33,2013-04-14,Stoke,0,1490.16,1486.67
2012-2013,33,2013-04-14,Man United,2,1842.07,1845.57
2012-2013,34,2013-04-16,Arsenal,0,1701.9,1700.85
2012-2013,34,2013-04-16,Everton,0,1677.55,1678.6
2012-2013,34,2013-04-17,Fulham,0,1567.02,1556.14
2012-2013,34,2013-04-17,Chelsea,3,1664.94,1675.82
2012-2013,34,2013-04-17,Man City,1,1774.56,1780.21
2012-2013,34,2013-04-17,Wigan,0,1520.6,1514.96
2012-2013,34,2013-04-17,West Ham,2,1504.35,1515.66
2012-2013,34,2013-04-17,Man United,2,1845.57,1834.26
2012-2013,35,2013-04-20,West Ham,2,1515.66,1530.63
2012-2013,35,2013-04-20,Wigan,0,1514.96,1499.99
2012-2013,35,2013-04-20,Sunderland,1,1502.34,1524.36
2012-2013,35,2013-04-20,Everton,0,1678.6,1656.58
2012-2013,35,2013-04-20,West Brom,1,1535.88,1535.5
2012-2013,35,2013-04-20,Newcastle,1,1527.05,1527.43
2012-2013,35,2013-04-20,Norwich,2,1515.23,1526.64
